,0,1
454,26,46
455,27,474
456,27,160
457,27,140
458,27,199
459,27,198
460,27,217
461,27,82
462,27,62
463,27,219
464,27,274
465,27,76
466,27,40
467,27,79
468,27,42
469,27,414
470,27,156
471,27,294
472,27,32
473,27,202
474,27,368
475,27,226
476,27,91
477,27,39
478,27,590
479,27,57
480,27,577
481,27,230
482,28,157
483,28,268
484,28,419
485,28,391
486,28,298
487,28,76
488,28,274
489,28,199
490,28,105
491,28,275
492,28,292
493,28,387
494,28,182
495,28,254
496,28,83
497,28,73
498,28,414
499,28,525
500,28,62
501,28,220
502,28,177
503,28,288
504,28,249
505,28,103
506,28,361
507,28,290
508,28,448
509,28,68
510,28,57
511,28,140
512,28,58
513,28,217
514,28,328
515,28,146
516,28,246
517,28,52
518,28,599
519,28,517
520,28,126
521,28,590
522,28,325
523,28,139
524,28,45
525,28,160
526,28,232
527,28,474
528,28,47
529,28,380
530,28,403
531,28,41
532,28,42
533,28,200
534,28,305
535,28,36
536,28,91
537,28,377
538,28,131
539,28,84
540,28,109
541,28,307
542,28,85
543,29,274
544,29,57
545,29,346
546,29,45
547,30,62
548,31,32
549,31,45
550,31,288
551,31,43
552,31,234
553,32,217
554,32,191
555,32,68
556,32,57
557,32,350
558,32,91
559,32,547
560,32,51
561,32,40
562,32,44
563,32,84
564,32,46
565,32,33
566,33,68
567,33,290
568,33,40
569,33,91
570,33,597
571,33,202
572,33,45
573,33,44
574,33,144
575,33,195
576,33,188
577,33,275
578,33,387
579,33,474
580,33,373
581,33,177
582,33,198
583,33,84
584,33,182
585,33,116
586,33,606
587,33,163
588,33,109
589,33,414
590,33,412
591,34,307
592,34,298
593,34,89
594,34,50
595,34,85
596,34,292
597,34,187
598,34,83
599,34,599
600,34,274
601,34,167
602,35,43
603,36,140
604,36,328
605,36,57
606,36,368
607,36,182
608,36,596
609,36,68
610,36,288
611,36,50
612,36,217
613,37,81
614,38,136
615,38,58
616,38,57
617,38,68
618,38,96
619,38,94
620,38,81
621,38,84
622,38,474
623,39,50
624,39,96
625,39,91
626,39,42
627,39,140
628,39,199
629,39,217
630,39,132
631,39,428
632,39,554
633,39,68
634,40,117
635,40,81
636,40,42
637,40,446
638,40,57
639,40,99
640,40,177
641,40,270
642,40,140
643,40,217
644,40,603
645,40,604
646,41,256
647,41,139
648,41,195
649,41,298
650,41,177
651,41,307
652,41,143
653,41,199
654,41,125
655,41,233
656,41,95
657,41,42
658,41,47
659,41,50
660,41,67
661,41,268
662,41,200
663,41,599
664,41,412
665,41,153
666,41,64
667,41,152
668,41,328
669,41,283
670,41,105
671,41,391
672,41,68
673,41,600
674,41,111
675,41,167
676,41,73
677,41,487
678,41,83
679,41,62
680,41,81
681,41,76
682,41,490
683,42,294
684,42,101
685,42,244
686,42,135
687,42,438
688,42,283
689,42,160
690,42,132
691,42,514
692,42,280
693,42,436
694,42,68
695,42,372
696,42,57
697,42,288
698,42,182
699,42,183
700,42,474
701,42,109
702,42,368
703,42,140
704,42,181
705,42,141
706,42,79
707,42,532
708,42,104
709,42,414
710,42,249
711,42,177
712,42,146
713,42,307
714,42,216
715,42,410
716,42,45
717,42,54
718,42,217
719,42,448
720,42,608
721,42,198
722,42,265
723,42,95
724,42,238
725,42,51
726,42,313
727,42,234
728,43,56
729,44,368
730,44,66
731,44,84
732,44,57
733,44,58
734,44,273
735,44,50
736,44,135
737,44,214
738,44,182
739,45,47
740,45,64
741,45,91
742,45,236
743,45,325
744,45,135
745,45,380
746,45,117
747,45,232
748,45,84
749,45,182
750,45,608
751,45,414
752,45,195
753,45,105
754,45,367
755,45,104
756,45,603
757,45,58
758,45,57
759,45,555
760,45,217
761,45,71
762,45,141
763,45,448
764,45,96
765,45,51
766,45,68
767,45,313
768,45,330
769,45,167
770,45,474
771,46,57
772,47,596
773,47,599
774,47,123
775,47,380
776,47,77
777,47,50
778,47,76
779,47,73
780,47,304
781,47,249
782,47,177
783,47,580
784,47,159
785,47,567
786,47,318
787,47,313
788,47,153
789,47,292
790,47,132
791,47,116
792,47,448
793,47,119
794,47,129
795,47,265
796,47,212
797,47,232
798,47,68
799,48,68
800,49,111
801,50,387
802,50,54
803,50,111
804,50,305
805,50,599
806,50,73
807,50,216
808,50,132
809,50,346
810,50,68
811,50,104
812,50,298
813,50,105
814,50,66
815,50,103
816,50,292
817,50,318
818,50,567
819,50,89
820,50,204
821,50,564
822,50,434
823,50,334
824,50,84
825,50,182
826,50,279
827,50,332
828,50,448
829,50,119
830,50,474
831,50,275
832,50,328
833,50,308
834,50,365
835,50,177
836,50,388
837,50,603
838,50,76
839,50,139
840,50,220
841,50,221
842,51,501
843,51,384
844,51,325
845,51,91
846,51,160
847,51,414
848,51,90
849,51,244
850,51,64
851,51,474
852,51,132
853,51,288
854,51,57
855,51,318
856,51,610
857,51,294
858,51,179
859,51,199
860,51,462
861,52,288
862,52,220
863,52,561
864,52,414
865,52,152
866,52,205
867,52,80
868,52,89
869,54,89
870,54,217
871,55,111
872,55,127
873,56,84
874,56,93
875,57,477
876,57,191
877,57,219
878,57,605
879,57,104
880,57,217
881,57,313
882,57,160
883,57,83
884,57,555
885,57,167
886,57,368
887,57,82
888,57,110
889,57,81
890,57,290
891,57,109
892,57,137
893,57,59
894,57,288
895,57,372
896,57,199
897,57,198
898,57,294
899,57,265
900,57,84
901,57,462
902,57,63
903,57,91
904,57,90
905,57,118
906,57,202
907,57,88
908,57,201
909,57,297
910,57,438
911,57,268
912,57,567
913,57,94
914,57,274
915,57,387
916,57,121
917,57,64
918,57,177
919,57,414
920,57,599
921,57,182
922,57,391
923,57,68
924,57,181
925,57,474
926,57,603
927,57,360
928,57,102
929,57,602
930,57,128
931,57,156
932,57,135
933,58,81
934,58,113
935,58,307
936,58,91
937,58,68
938,58,66
939,58,100
940,59,113
941,59,84
942,59,75
943,59,603
944,59,318
945,59,132
946,59,63
947,59,195
948,60,68
949,62,68
950,62,139
951,62,212
952,62,380
953,62,534
954,62,219
955,62,326
956,62,563
957,62,73
958,62,561
959,62,496
960,62,358
961,62,105
962,62,248
963,62,331
964,62,249
965,62,610
966,62,111
967,62,154
968,62,152
969,62,586
970,62,428
971,62,94
972,62,184
973,62,448
974,62,365
975,62,598
976,62,210
977,62,211
978,62,65
979,62,306
980,62,125
981,62,132
982,63,96
983,63,84
984,63,309
985,63,149
986,63,333
987,63,387
988,63,139
989,63,105
990,63,274
991,63,104
992,63,526
993,63,83
994,63,480
995,63,542
996,63,133
997,63,414
998,63,64
999,63,217
1000,63,219
1001,64,182
1002,64,172
1003,64,219
1004,64,414
1005,64,606
1006,64,101
1007,64,66
1008,64,68
1009,64,167
1010,64,489
1011,64,599
1012,64,187
1013,64,307
1014,64,177
1015,64,391
1016,64,274
1017,64,80
1018,64,105
1019,64,117
1020,65,125
1021,65,143
1022,65,119
1023,65,105
1024,66,139
1025,66,414
1026,66,332
1027,66,111
1028,66,448
1029,66,84
1030,66,78
1031,66,182
1032,66,104
1033,66,105
1034,66,474
1035,66,103
1036,66,179
1037,66,220
1038,66,71
1039,66,599
1040,66,140
1041,67,118
1042,67,160
1043,67,177
1044,68,180
1045,68,219
1046,68,140
1047,68,294
1048,68,282
1049,68,169
1050,68,79
1051,68,182
1052,68,84
1053,68,552
1054,68,170
1055,68,608
1056,68,226
1057,68,113
1058,68,288
1059,68,198
1060,68,260
1061,68,73
1062,68,525
1063,68,489
1064,68,227
1065,68,74
1066,68,462
1067,68,115
1068,68,177
1069,68,262
1070,68,412
1071,68,263
1072,68,125
1073,68,256
1074,68,139
1075,68,239
1076,68,414
1077,68,82
1078,68,232
1079,68,529
1080,68,509
1081,68,268
1082,68,352
1083,68,247
1084,68,324
1085,68,94
1086,68,212
1087,68,298
1088,68,185
1089,68,200
1090,68,326
1091,68,213
1092,68,186
1093,68,187
1094,68,89
1095,68,159
1096,68,477
1097,68,390
1098,68,90
1099,68,265
1100,68,152
1101,68,365
1102,68,306
1103,68,91
1104,68,153
1105,68,599
1106,68,428
1107,68,307
1108,68,96
1109,68,279
1110,68,254
1111,68,323
1112,68,210
1113,68,167
1114,68,473
1115,68,255
1116,68,160
1117,68,132
1118,68,474
1119,68,318
1120,68,220
1121,68,387
1122,68,274
1123,68,539
1124,68,249
1125,68,275
1126,68,222
1127,68,517
1128,68,135
1129,68,438
1130,68,313
1131,68,328
1132,68,223
1133,68,285
1134,68,172
1135,68,369
1136,68,128
1137,68,111
1138,68,217
1139,68,104
1140,68,392
1141,68,433
1142,68,448
1143,68,117
1144,68,600
1145,68,405
1146,68,292
1147,68,105
1148,68,380
1149,68,131
1150,70,290
1151,70,414
1152,70,221
1153,71,217
1154,71,307
1155,71,392
1156,71,94
1157,71,84
1158,71,140
1159,71,78
1160,73,136
1161,73,305
1162,73,98
1163,73,600
1164,73,249
1165,73,563
1166,73,177
1167,73,567
1168,73,152
1169,73,105
1170,73,226
1171,73,111
1172,73,119
1173,73,448
1174,73,89
1175,73,288
1176,73,414
1177,73,365
1178,73,132
1179,74,156
1180,74,152
1181,74,474
1182,74,606
1183,74,387
1184,74,285
1185,74,339
1186,74,221
1187,74,84
1188,74,253
1189,74,438
1190,74,140
1191,74,249
1192,74,95
1193,74,414
1194,74,182
1195,74,599
1196,74,202
1197,74,275
1198,75,94
1199,75,292
1200,75,139
1201,75,307
1202,75,140
1203,75,219
1204,75,416
1205,75,221
1206,75,411
1207,75,546
1208,75,108
1209,76,125
1210,76,160
1211,76,232
1212,76,261
1213,76,116
1214,76,82
1215,76,83
1216,76,119
1217,76,182
1218,76,317
1219,76,141
1220,76,308
1221,76,105
1222,76,247
1223,76,416
1224,77,328
1225,77,111
1226,77,292
1227,78,133
1228,78,279
1229,78,561
1230,78,474
1231,78,86
1232,78,368
1233,78,91
1234,78,160
1235,79,414
1236,79,140
1237,79,274
1238,79,84
1239,79,217
1240,80,90
1241,80,380
1242,80,292
1243,80,105
1244,80,111
1245,80,305
1246,80,306
1247,80,123
1248,80,103
1249,80,211
1250,81,304
1251,81,330
1252,81,160
1253,81,187
1254,81,130
1255,81,126
1256,81,191
1257,81,134
1258,82,427
1259,82,160
1260,82,414
1261,82,96
1262,82,534
1263,82,438
1264,82,177
1265,82,91
1266,82,201
1267,82,226
1268,82,266
1269,82,197
1270,82,431
1271,82,111
1272,82,288
1273,83,132
1274,83,163
1275,83,209
1276,83,105
1277,83,217
1278,83,368
1279,83,268
1280,83,509
1281,83,219
1282,83,533
1283,83,489
1284,83,307
1285,83,232
1286,84,474
1287,84,221
1288,84,275
1289,84,140
1290,84,98
1291,84,606
1292,84,342
1293,84,217
1294,84,162
1295,84,109
1296,84,199
1297,84,262
1298,84,603
1299,84,263
1300,84,437
1301,84,105
1302,84,195
1303,84,458
1304,84,294
1305,84,412
1306,84,288
1307,84,117
1308,84,207
1309,84,414
1310,84,555
1311,84,181
1312,84,201
1313,84,182
1314,84,202
1315,84,445
1316,84,113
1317,84,94
1318,84,156
1319,84,95
1320,84,177
1321,84,385
1322,84,91
1323,84,245
1324,84,100
1325,85,135
1326,85,275
1327,85,160
1328,85,199
1329,85,182
1330,85,603
1331,86,91
1332,87,105
1333,87,167
1334,88,89
1335,89,255
1336,89,219
1337,89,111
1338,89,519
1339,89,217
1340,89,414
1341,89,306
1342,89,137
1343,89,483
1344,89,522
1345,89,275
1346,89,509
1347,89,119
1348,89,480
1349,89,308
1350,89,232
1351,89,182
1352,89,448
1353,89,283
1354,89,91
1355,89,90
1356,89,298
1357,89,572
1358,89,382
1359,89,249
1360,89,380
1361,89,303
1362,89,248
1363,89,135
1364,90,414
1365,90,93
1366,90,91
1367,90,307
1368,90,385
1369,90,596
1370,90,117
1371,90,262
1372,90,283
1373,91,132
1374,91,115
1375,91,95
1376,91,186
1377,91,294
1378,91,117
1379,91,104
1380,91,153
1381,91,116
1382,91,414
1383,91,230
1384,91,262
1385,91,177
1386,91,156
1387,91,474
1388,91,405
1389,91,110
1390,91,199
1391,91,217
1392,91,325
1393,91,183
1394,91,219
1395,91,182
1396,91,500
1397,91,606
1398,91,137
1399,91,100
1400,91,490
1401,91,103
1402,91,380
1403,91,298
1404,91,150
1405,91,274
1406,91,387
1407,91,597
1408,91,245
1409,91,160
1410,91,140
1411,91,232
1412,91,368
1413,91,599
1414,91,234
1415,91,266
1416,91,483
1417,91,288
1418,91,127
1419,91,571
1420,91,372
1421,92,288
1422,93,99
1423,93,112
1424,93,284
1425,93,217
1426,94,103
1427,94,104
1428,94,181
1429,94,266
1430,94,113
1431,94,160
1432,94,156
1433,94,121
1434,94,126
1435,95,109
1436,95,298
1437,95,275
1438,95,140
1439,95,312
1440,95,182
1441,95,199
1442,95,387
1443,95,474
1444,95,195
1445,95,150
1446,95,438
1447,95,348
1448,95,599
1449,95,187
1450,96,160
1451,96,100
1452,96,156
1453,96,508
1454,96,136
1455,96,140
1456,96,603
1457,96,368
1458,96,108
1459,97,238
1460,97,202
1461,98,125
1462,98,217
1463,98,318
1464,98,153
1465,98,306
1466,98,305
1467,99,191
1468,99,604
1469,99,372
1470,99,136
1471,99,429
1472,99,119
1473,99,294
1474,100,608
1475,100,313
1476,100,288
1477,100,139
1478,100,109
1479,100,309
1480,101,267
1481,101,422
1482,101,219
1483,101,603
1484,101,372
1485,101,414
1486,101,412
1487,101,203
1488,102,297
1489,102,109
1490,103,249
1491,103,107
1492,103,247
1493,103,326
1494,103,132
1495,103,381
1496,103,122
1497,103,382
1498,103,305
1499,103,119
1500,103,199
1501,103,306
1502,103,564
1503,103,265
1504,103,218
1505,103,141
1506,103,177
1507,104,517
1508,104,554
1509,104,117
1510,104,414
1511,104,220
1512,104,226
1513,104,177
1514,104,563
1515,104,474
1516,104,318
1517,104,124
1518,104,232
1519,104,181
1520,104,182
1521,104,234
1522,104,448
1523,104,489
1524,104,438
1525,104,590
1526,104,156
1527,104,105
1528,104,356
1529,104,308
1530,104,217
1531,105,152
1532,105,372
1533,105,125
1534,105,159
1535,105,307
1536,105,158
1537,105,156
1538,105,448
1539,105,275
1540,105,346
1541,105,274
1542,105,200
1543,105,380
1544,105,387
1545,105,249
1546,105,177
1547,105,318
1548,105,137
1549,105,212
1550,105,391
1551,105,462
1552,105,606
1553,105,534
1554,105,182
1555,105,146
1556,105,119
1557,105,140
1558,105,324
1559,105,226
1560,105,222
1561,105,150
1562,105,122
1563,105,509
1564,105,397
1565,105,263
1566,105,153
1567,105,298
1568,105,188
1569,106,152
1570,107,121
1571,107,120
1572,108,414
1573,108,117
1574,108,438
1575,108,202
1576,108,263
1577,108,606
1578,108,140
1579,109,147
1580,109,202
1581,109,195
1582,109,602
1583,109,380
1584,109,385
1585,109,162
1586,109,133
1587,109,318
1588,109,121
1589,109,182
1590,109,120
1591,109,181
1592,109,532
1593,109,117
1594,110,160
1595,110,314
1596,110,221
1597,110,156
1598,111,564
1599,111,125
1600,111,226
1601,111,448
1602,111,586
1603,111,596
1604,111,177
1605,111,563
1606,111,233
1607,111,212
1608,111,232
1609,111,517
1610,111,380
1611,111,153
1612,111,132
1613,111,438
1614,111,247
1615,111,210
1616,111,165
1617,111,184
1618,111,414
1619,111,187
1620,111,601
1621,111,279
1622,111,600
1623,111,141
1624,111,464
1625,111,298
1626,111,140
1627,111,354
1628,111,143
1629,111,365
1630,111,198
1631,111,331
1632,111,274
1633,111,249
1634,111,139
1635,111,509
1636,111,307
1637,111,306
1638,111,474
1639,112,130
1640,113,182
1641,113,603
1642,113,181
1643,113,198
1644,113,288
1645,113,217
1646,113,342
1647,113,216
1648,113,294
1649,113,140
1650,113,168
1651,113,313
1652,113,368
1653,113,222
1654,113,448
1655,113,221
1656,113,174
1657,113,474
1658,113,162
1659,113,599
1660,113,479
1661,113,160
1662,113,597
1663,113,186
1664,113,266
1665,113,156
1666,113,309
1667,113,202
1668,113,246
1669,113,414
1670,114,298
1671,115,270
1672,115,255
1673,115,183
1674,115,288
1675,115,232
1676,115,117
1677,115,160
1678,115,199
1679,115,236
1680,115,409
1681,115,372
1682,116,160
1683,116,135
1684,116,380
1685,116,140
1686,116,303
1687,117,182
1688,117,181
1689,117,269
1690,117,268
1691,117,151
1692,117,150
1693,117,265
1694,117,414
1695,117,199
1696,117,448
1697,117,188
1698,117,144
1699,117,304
1700,117,488
1701,117,385
1702,117,135
1703,117,121
1704,117,133
1705,117,288
1706,117,240
1707,117,372
1708,117,140
1709,118,132
1710,118,288
1711,118,160
1712,119,249
1713,119,221
1714,119,307
1715,119,495
1716,119,408
1717,119,190
1718,119,212
1719,119,232
1720,119,125
1721,119,210
1722,119,483
1723,119,256
1724,119,178
1725,119,140
1726,119,227
1727,119,143
1728,120,474
1729,120,169
1730,120,200
1731,120,314
1732,120,458
1733,121,150
1734,121,262
1735,121,517
1736,121,133
1737,121,373
1738,121,124
1739,121,140
1740,122,318
1741,122,215
1742,122,125
1743,122,517
1744,122,249
1745,123,177
1746,123,414
1747,124,177
1748,124,135
1749,124,448
1750,125,212
1751,125,248
1752,125,380
1753,125,160
1754,125,210
1755,125,288
1756,125,339
1757,125,318
1758,125,241
1759,125,317
1760,125,199
1761,125,184
1762,125,448
1763,125,279
1764,125,182
1765,125,139
1766,125,511
1767,125,177
1768,125,603
1769,125,414
1770,125,305
1771,125,298
1772,125,252
1773,125,408
1774,125,495
1775,125,249
1776,126,136
1777,126,485
1778,126,174
1779,126,266
1780,126,187
1781,126,191
1782,127,265
1783,127,326
1784,127,161
1785,127,140
1786,127,217
1787,127,255
1788,127,199
1789,128,600
1790,128,305
1791,128,590
1792,128,140
1793,129,288
1794,129,484
1795,130,230
1796,130,178
1797,130,134
1798,130,133
1799,131,480
1800,131,599
1801,131,469
1802,131,416
1803,132,331
1804,132,190
1805,132,224
1806,132,297
1807,132,528
1808,132,602
1809,132,489
1810,132,199
1811,132,603
1812,132,608
1813,132,391
1814,132,153
1815,132,307
1816,132,279
1817,132,344
1818,132,232
1819,132,160
1820,132,245
1821,132,346
1822,132,233
1823,132,274
1824,132,161
1825,132,509
1826,132,275
1827,132,438
1828,132,427
1829,132,504
1830,132,315
1831,132,140
1832,132,294
1833,132,181
1834,132,282
1835,132,367
1836,132,182
1837,132,288
1838,132,474
1839,132,487
1840,132,177
1841,132,149
1842,132,222
1843,132,216
1844,132,414
1845,132,217
1846,132,230
1847,133,226
1848,133,144
1849,133,202
1850,133,135
1851,133,411
1852,134,140
1853,134,181
1854,135,217
1855,135,368
1856,135,144
1857,135,216
1858,135,219
1859,135,140
1860,135,294
1861,135,428
1862,135,165
1863,135,137
1864,135,288
1865,135,596
1866,135,290
1867,135,312
1868,135,160
1869,135,191
1870,135,380
1871,135,181
1872,135,202
1873,135,304
1874,135,391
1875,135,307
1876,135,182
1877,135,199
1878,135,301
1879,135,226
1880,135,177
1881,135,149
1882,135,387
1883,136,438
1884,136,191
1885,136,160
1886,136,414
1887,136,294
1888,136,372
1889,136,373
1890,136,140
1891,136,173
1892,136,223
1893,136,181
1894,137,199
1895,137,141
1896,137,140
1897,137,177
1898,137,182
1899,137,492
1900,137,599
1901,137,156
1902,137,290
1903,139,141
1904,139,140
1905,139,327
1906,139,274
1907,139,318
1908,139,567
1909,139,305
1910,139,525
1911,139,307
1912,139,462
1913,139,448
1914,139,414
1915,139,495
1916,139,339
1917,139,517
1918,139,298
1919,139,187
1920,139,590
1921,139,479
1922,139,217
1923,139,219
1924,139,542
1925,139,198
1926,139,226
1927,139,177
1928,139,438
1929,139,365
1930,139,610
1931,139,561
1932,139,317
1933,140,535
1934,140,448
1935,140,181
1936,140,202
1937,140,182
1938,140,372
1939,140,288
1940,140,196
1941,140,232
1942,140,479
1943,140,282
1944,140,141
1945,140,508
1946,140,290
1947,140,177
1948,140,480
1949,140,198
1950,140,142
1951,140,509
1952,140,481
1953,140,368
1954,140,276
1955,140,474
1956,140,426
1957,140,313
1958,140,391
1959,140,427
1960,140,230
1961,140,195
1962,140,606
1963,140,414
1964,140,422
1965,140,217
1966,140,415
1967,140,274
1968,140,331
1969,140,169
1970,140,367
1971,140,254
1972,140,275
1973,140,226
1974,140,219
1975,140,325
1976,140,156
1977,140,603
1978,140,326
1979,140,213
1980,140,555
1981,140,165
1982,140,348
1983,140,462
1984,140,244
1985,140,265
1986,140,188
1987,140,599
1988,140,153
1989,140,302
1990,140,380
1991,140,352
1992,140,155
1993,140,191
1994,140,298
1995,140,263
1996,140,453
1997,140,186
1998,140,590
1999,140,285
2000,141,159
2001,141,167
2002,141,274
2003,141,165
2004,141,156
2005,141,232
2006,141,148
2007,141,298
2008,141,317
2009,141,288
2010,142,195
2011,143,182
2012,143,177
2013,143,232
2014,143,275
2015,143,274
2016,143,313
2017,143,534
2018,143,280
2019,143,159
2020,143,155
2021,143,255
2022,143,210
2023,143,298
2024,143,509
2025,143,525
2026,144,226
2027,144,156
2028,144,149
2029,144,170
2030,146,288
2031,146,200
2032,146,199
2033,146,177
2034,146,573
2035,146,160
2036,147,174
2037,148,401
2038,148,193
2039,148,212
2040,148,322
2041,149,592
2042,149,187
2043,149,166
2044,149,297
2045,149,217
2046,149,479
2047,149,160
2048,149,328
2049,149,416
2050,149,372
2051,149,424
2052,149,288
2053,150,191
2054,150,151
2055,150,179
2056,150,170
2057,150,214
2058,151,270
2059,151,182
2060,151,374
2061,151,277
2062,151,456
2063,152,380
2064,152,462
2065,152,219
2066,152,326
2067,152,232
2068,152,274
2069,152,393
2070,152,199
2071,152,317
2072,153,428
2073,153,313
2074,153,217
2075,153,356
2076,153,222
2077,153,193
2078,153,330
2079,153,198
2080,153,606
2081,153,233
2082,153,160
2083,153,167
2084,153,159
2085,153,298
2086,153,261
2087,153,157
2088,153,247
2089,153,305
2090,153,497
2091,153,381
2092,153,522
2093,153,503
2094,153,177
2095,153,593
2096,153,308
2097,154,339
2098,155,214
2099,155,158
2100,155,199
2101,155,217
2102,155,216
2103,156,256
2104,156,356
2105,156,317
2106,156,172
2107,156,357
2108,156,474
2109,156,318
2110,156,177
2111,156,221
2112,156,175
2113,156,469
2114,156,313
2115,156,244
2116,156,606
2117,156,216
2118,156,217
2119,156,600
2120,156,171
2121,156,309
2122,156,462
2123,156,165
2124,156,603
2125,156,166
2126,156,385
2127,156,160
2128,156,215
2129,156,232
2130,156,387
2131,156,268
2132,156,517
2133,156,372
2134,156,414
2135,156,590
2136,156,274
2137,156,292
2138,156,409
2139,156,191
2140,156,368
