,userId,movieId,rating
607,6,104,4.0
608,6,105,3.0
609,6,110,5.0
610,6,112,4.0
611,6,113,3.0
612,6,126,3.0
613,6,135,3.0
614,6,140,3.0
615,6,141,4.0
616,6,145,4.0
617,6,146,4.0
618,6,150,4.0
619,6,151,4.0
620,6,153,3.0
621,6,158,4.0
622,6,159,3.0
623,6,160,5.0
624,6,161,3.0
625,6,163,3.0
626,6,165,3.0
627,6,168,5.0
628,6,170,3.0
629,6,171,3.0
630,6,174,3.0
631,6,177,3.0
632,6,179,1.0
633,6,180,2.0
634,6,181,3.0
635,6,185,3.0
636,6,186,3.0
637,6,189,3.0
638,6,191,2.0
639,6,195,4.0
640,6,196,3.0
641,6,201,3.0
642,6,204,3.0
643,6,205,3.0
644,6,207,4.0
645,6,208,3.0
646,6,209,3.0
647,6,210,4.0
648,6,212,4.0
649,6,216,4.0
650,6,217,3.0
651,6,218,2.0
652,6,219,3.0
653,6,222,4.0
654,6,224,3.0
655,6,225,4.0
656,6,230,5.0
657,6,231,3.0
658,6,234,2.0
659,6,236,4.0
660,6,237,4.0
661,6,239,3.0
662,6,240,3.0
663,6,243,3.0
664,6,248,5.0
665,6,250,4.0
666,6,251,3.0
667,6,252,4.0
668,6,253,3.0
669,6,254,3.0
670,6,256,3.0
671,6,257,5.0
672,6,258,3.0
673,6,261,4.0
674,6,262,5.0
675,6,265,3.0
676,6,266,3.0
677,6,267,3.0
678,6,270,3.0
679,6,271,4.0
680,6,273,3.0
681,6,274,4.0
682,6,276,4.0
683,6,277,5.0
684,6,279,3.0
685,6,281,4.0
686,6,282,3.0
687,6,288,2.0
688,6,289,3.0
689,6,291,3.0
690,6,292,4.0
691,6,293,3.0
692,6,296,2.0
874,7,1,4.5
875,7,50,4.5
876,7,58,3.0
877,7,150,4.5
878,7,165,4.0
879,7,260,5.0
1026,8,2,4.0
1027,8,10,2.0
1028,8,11,4.0
1029,8,21,4.0
1030,8,32,3.0
1031,8,34,5.0
1032,8,39,3.0
1033,8,47,4.0
1034,8,50,5.0
1035,8,110,3.0
1036,8,141,3.0
1037,8,150,4.0
1038,8,153,2.0
1039,8,185,5.0
1040,8,186,4.0
1041,8,208,3.0
1042,8,231,4.0
1043,8,235,3.0
1044,8,236,3.0
1045,8,252,3.0
1046,8,253,5.0
1047,8,282,3.0
1048,8,292,3.0
1049,8,296,4.0
1073,9,41,3.0
1074,9,187,3.0
1075,9,223,4.0
1119,10,296,1.0
1259,11,6,5.0
1260,11,10,3.0
1261,11,36,4.0
1262,11,44,2.0
1263,11,95,3.0
1264,11,110,5.0
1265,11,150,5.0
1266,11,153,3.0
1267,11,165,3.0
1268,11,170,4.0
1269,11,208,3.0
1270,11,292,4.0
1323,12,39,4.0
1324,12,168,5.0
1325,12,222,5.0
1326,12,256,5.0
1327,12,261,4.5
1328,12,277,3.0
1355,13,47,5.0
1386,14,4,3.0
1387,14,7,3.0
1388,14,19,1.0
1389,14,25,4.0
1390,14,32,4.0
1391,14,39,3.0
1392,14,47,5.0
1393,14,95,5.0
1394,14,105,3.0
1395,14,110,5.0
1396,14,150,4.0
1397,14,153,2.0
1398,14,193,3.0
1399,14,231,3.0
1400,14,266,5.0
1401,14,282,5.0
1402,14,288,4.0
1403,14,296,3.0
1434,15,1,2.5
1435,15,44,1.0
1436,15,47,3.5
1437,15,158,1.0
1438,15,172,1.0
1439,15,256,3.0
1440,15,260,5.0
1441,15,293,3.0
1442,15,296,4.0
1569,16,47,3.5
1570,16,50,4.0
1571,16,111,4.5
1572,16,204,2.0
1573,16,260,3.0
1574,16,293,4.0
1575,16,296,3.0
1667,17,1,4.5
1668,17,44,3.5
1669,17,47,4.0
1670,17,50,4.5
1671,17,110,4.5
1672,17,111,4.0
1673,17,150,3.5
1674,17,260,5.0
1675,17,293,3.5
1676,17,296,5.0
1772,18,1,3.5
1773,18,2,3.0
1774,18,6,4.0
1775,18,16,4.5
1776,18,32,4.0
1777,18,34,2.5
1778,18,36,4.0
1779,18,47,4.5
1780,18,50,5.0
1781,18,70,3.5
1782,18,104,2.5
1783,18,110,4.5
1784,18,111,4.0
1785,18,145,3.5
1786,18,163,4.0
1787,18,165,4.0
1788,18,180,4.0
1789,18,208,3.0
1790,18,223,4.0
1791,18,231,2.5
1792,18,235,4.5
1793,18,260,4.0
1794,18,288,4.0
1795,18,293,4.5
1796,18,296,4.0
2274,19,1,4.0
2275,19,2,3.0
2276,19,3,3.0
2277,19,7,2.0
2278,19,10,2.0
2279,19,12,1.0
2280,19,13,3.0
2281,19,15,2.0
2282,19,19,2.0
2283,19,32,4.0
2284,19,34,4.0
2285,19,44,3.0
2286,19,47,3.0
2287,19,48,1.0
2288,19,54,2.0
2289,19,64,2.0
2290,19,65,2.0
2291,19,70,2.0
2292,19,87,2.0
2293,19,92,2.0
2294,19,102,1.0
2295,19,104,2.0
2296,19,107,2.0
2297,19,118,3.0
2298,19,135,3.0
2299,19,141,1.0
2300,19,153,2.0
2301,19,158,3.0
2302,19,161,2.0
2303,19,165,3.0
2304,19,170,3.0
2305,19,173,1.0
2306,19,185,2.0
2307,19,186,2.0
2308,19,196,2.0
2309,19,208,2.0
2310,19,216,2.0
2311,19,223,3.0
2312,19,231,2.0
2313,19,235,4.0
2314,19,252,3.0
2315,19,253,3.0
2316,19,256,1.0
2317,19,258,3.0
2318,19,260,4.0
2319,19,273,1.0
2320,19,289,2.0
2321,19,291,2.0
2322,19,293,4.0
2323,19,295,3.0
2977,20,2,3.0
2978,20,8,1.0
2979,20,13,4.0
2980,20,34,4.0
2981,20,48,5.0
2982,20,107,3.5
2983,20,158,3.0
2984,20,239,4.5
2985,20,262,4.5
3219,21,1,3.5
3220,21,2,3.5
3221,21,10,5.0
3222,21,19,2.5
3223,21,38,2.5
3224,21,44,1.0
3225,21,48,3.0
3226,21,145,3.0
3227,21,165,3.5
3228,21,170,2.0
3229,21,260,4.5
3230,21,293,3.0
3231,21,296,3.5
3662,22,107,4.5
3663,22,216,4.0
3664,22,253,4.0
3781,23,6,4.0
3782,23,29,4.0
3783,23,32,3.5
3784,23,50,4.0
3785,23,58,3.0
3786,23,175,3.0
3787,23,272,4.0
3788,23,293,4.0
3789,23,296,3.5
3790,23,300,3.0
3902,24,6,4.5
3903,24,32,3.5
3904,24,50,4.0
3905,24,165,3.5
3906,24,253,3.5
3907,24,296,4.0
4012,25,231,4.0
4013,25,260,5.0
4038,26,10,3.0
4039,26,34,3.0
4040,26,47,4.0
4041,26,150,3.0
4042,26,153,3.0
4043,26,165,4.0
4044,26,185,3.0
4045,26,208,2.0
4046,26,225,3.0
4047,26,288,3.0
4048,26,296,4.0
4049,26,300,3.0
4059,27,1,3.0
4060,27,2,4.0
4061,27,34,5.0
4062,27,48,4.0
4063,27,60,3.0
4064,27,62,5.0
4065,27,126,2.0
4066,27,158,2.0
4067,27,238,3.0
4068,27,260,4.0
4194,28,6,3.5
4195,28,16,2.5
4196,28,21,3.0
4197,28,23,1.5
4198,28,31,2.5
4199,28,32,3.5
4200,28,47,3.0
4201,28,50,3.5
4202,28,62,3.5
4203,28,95,2.0
4204,28,110,3.5
4205,28,145,1.5
4206,28,147,2.5
4207,28,161,3.0
4208,28,172,3.0
4209,28,211,3.0
4210,28,224,3.0
4211,28,253,3.0
4212,28,260,4.0
4213,28,290,3.0
4214,28,293,4.5
4215,28,296,4.5
4216,28,300,2.0
4764,29,50,3.5
4765,29,150,4.0
4766,29,165,4.0
4767,29,170,3.0
4768,29,296,3.5
4845,30,110,5.0
4846,30,260,5.0
4879,31,1,5.0
4880,31,5,3.0
4881,31,7,4.0
4882,31,10,4.0
4883,31,17,3.0
4884,31,25,2.0
4885,31,62,4.0
4886,31,141,4.0
4887,31,165,4.0
4929,32,1,3.0
4930,32,3,3.0
4931,32,6,3.0
4932,32,7,4.0
4933,32,21,4.0
4934,32,24,3.0
4935,32,25,4.0
4936,32,26,4.0
4937,32,32,4.0
4938,32,36,4.0
4939,32,39,3.0
4940,32,50,5.0
4941,32,52,3.0
4942,32,58,5.0
4943,32,62,3.0
4944,32,74,4.0
4945,32,78,4.0
4946,32,95,3.0
4947,32,100,4.0
4948,32,140,3.0
4949,32,141,4.0
4950,32,153,3.0
4951,32,194,5.0
4952,32,203,4.0
4953,32,224,4.0
4954,32,236,3.0
4955,32,246,4.0
4956,32,252,3.0
4957,32,260,5.0
4958,32,265,5.0
4959,32,272,5.0
4960,32,282,4.0
4961,32,296,5.0
5031,33,1,3.0
5032,33,7,1.0
5033,33,11,2.0
5034,33,17,4.0
5035,33,21,4.0
5036,33,25,3.0
5037,33,28,5.0
5038,33,32,3.0
5039,33,34,3.0
5040,33,36,5.0
5041,33,39,5.0
5042,33,43,2.0
5043,33,50,5.0
5044,33,58,4.0
5045,33,94,4.0
5046,33,110,5.0
5047,33,150,3.0
5048,33,151,4.0
5049,33,161,3.0
5050,33,194,3.0
5051,33,223,4.0
5052,33,230,3.0
5053,33,232,4.0
5054,33,249,3.0
5055,33,261,4.0
5056,33,265,5.0
5057,33,272,4.0
5058,33,293,4.0
5059,33,296,5.0
5060,33,300,3.0
5187,34,10,5.0
5188,34,70,3.5
5189,34,110,0.5
5190,34,145,1.0
5191,34,163,3.0
5273,35,11,4.0
5274,35,21,5.0
5275,35,39,3.0
5276,35,50,5.0
5277,35,60,5.0
5278,35,62,5.0
5279,35,150,5.0
5280,35,185,5.0
5281,35,222,4.0
5282,35,231,3.0
5283,35,235,4.0
5284,35,236,4.0
5285,35,237,3.0
5286,35,252,4.0
5287,35,261,5.0
5288,35,266,2.0
5289,35,300,4.0
5296,36,25,2.5
5356,37,150,5.0
5357,37,153,3.0
5358,37,165,5.0
5359,37,231,5.0
5360,37,292,4.0
5361,37,296,5.0
5377,38,11,5.0
5378,38,17,3.0
5379,38,21,3.0
5380,38,39,3.0
5381,38,48,3.0
5382,38,50,5.0
5383,38,62,3.0
5384,38,105,3.0
5385,38,110,5.0
5386,38,150,4.0
5387,38,151,5.0
5388,38,153,3.0
5389,38,161,4.0
5390,38,163,1.0
5391,38,168,4.0
5392,38,193,1.0
5393,38,203,3.0
5394,38,208,1.0
5395,38,222,3.0
5396,38,223,5.0
5397,38,224,4.0
5398,38,235,4.0
5399,38,237,3.0
5400,38,246,5.0
5401,38,252,2.0
5402,38,253,1.0
5403,38,266,1.0
5404,38,273,2.0
5405,38,282,3.0
5406,38,292,3.0
5407,38,296,3.0
5408,38,300,4.0
5455,39,32,3.0
5456,39,47,3.0
5457,39,50,5.0
5458,39,260,5.0
5459,39,296,5.0
5555,40,1,5.0
5556,40,17,5.0
5557,40,19,2.0
5558,40,21,4.0
5559,40,26,4.0
5560,40,31,4.0
5561,40,34,5.0
5562,40,44,3.0
5563,40,46,4.0
5564,40,48,2.0
5565,40,60,4.0
5566,40,62,5.0
5567,40,82,5.0
5568,40,104,1.0
5569,40,107,4.0
5570,40,110,4.0
5571,40,111,5.0
5572,40,121,4.0
5573,40,126,3.0
5574,40,146,3.0
5575,40,150,5.0
5576,40,151,4.0
5577,40,153,3.0
5578,40,158,4.0
5579,40,159,3.0
5580,40,163,5.0
5581,40,165,4.0
5582,40,168,2.0
5583,40,172,4.0
5584,40,173,4.0
5585,40,186,3.0
5586,40,199,3.0
5587,40,203,5.0
5588,40,205,4.0
5589,40,208,2.0
5590,40,216,1.0
5591,40,218,4.0
5592,40,223,5.0
5593,40,224,4.0
5594,40,228,3.0
5595,40,230,5.0
5596,40,231,1.0
5597,40,235,4.0
5598,40,236,4.0
5599,40,252,4.0
5600,40,256,2.0
5601,40,265,5.0
5602,40,266,4.0
5603,40,267,3.0
5604,40,272,5.0
5605,40,273,1.0
5606,40,281,5.0
5607,40,292,3.0
5608,40,296,5.0
5609,40,300,5.0
5658,41,47,3.5
5659,41,50,3.0
5660,41,111,2.0
5661,41,215,2.0
5662,41,288,3.0
5663,41,293,4.0
5664,41,296,5.0
5875,42,3,4.0
5876,42,7,3.0
5877,42,10,5.0
5878,42,11,5.0
5879,42,16,5.0
5880,42,19,2.0
5881,42,21,4.0
5882,42,22,5.0
5883,42,47,4.0
5884,42,50,5.0
5885,42,86,4.0
5886,42,95,3.0
5887,42,104,4.0
5888,42,110,4.0
5889,42,122,3.0
5890,42,135,3.0
5891,42,141,1.0
5892,42,144,4.0
5893,42,150,5.0
5894,42,153,2.0
5895,42,161,3.0
5896,42,163,3.0
5897,42,165,2.0
5898,42,168,3.0
5899,42,173,2.0
5900,42,185,4.0
5901,42,186,4.0
5902,42,193,3.0
5903,42,195,3.0
5904,42,223,5.0
5905,42,225,4.0
5906,42,227,4.0
5907,42,231,4.0
5908,42,234,4.0
5909,42,236,3.0
5910,42,252,4.0
5911,42,253,5.0
5912,42,257,3.0
5913,42,260,5.0
5914,42,276,4.0
5915,42,288,5.0
5916,42,292,3.0
5917,42,296,5.0
6315,43,1,5.0
6316,43,3,5.0
6317,43,5,5.0
6318,43,7,5.0
6319,43,8,5.0
6320,43,10,4.0
6321,43,11,4.0
6322,43,23,5.0
6323,43,29,5.0
6324,43,34,5.0
6325,43,47,4.0
6326,43,48,5.0
6327,43,57,5.0
6328,43,60,5.0
6329,43,79,5.0
6330,43,95,4.0
6331,43,102,5.0
6332,43,107,5.0
6333,43,110,3.0
6334,43,150,5.0
6335,43,153,5.0
6336,43,158,5.0
6337,43,161,4.0
6338,43,165,5.0
6339,43,168,5.0
6340,43,173,3.0
6341,43,174,5.0
6342,43,185,4.0
6343,43,193,4.0
6344,43,208,4.0
6345,43,217,5.0
6346,43,225,4.0
6347,43,231,3.0
6348,43,236,3.0
6349,43,238,5.0
6350,43,253,4.0
6351,43,256,5.0
6352,43,259,4.0
6353,43,261,5.0
6354,43,262,5.0
6355,43,271,5.0
6356,43,276,5.0
6357,43,277,5.0
6358,43,288,3.0
6359,43,292,5.0
6360,43,296,3.0
6361,43,300,3.0
6429,44,1,3.0
6430,44,3,3.0
6431,44,6,3.0
6432,44,12,1.0
6433,44,18,4.0
6434,44,36,4.0
6435,44,65,3.0
6436,44,66,3.0
6437,44,94,4.0
6438,44,95,4.0
6439,44,104,4.0
6440,44,112,5.0
6441,44,135,2.0
6442,44,141,3.0
6443,44,260,5.0
6477,45,1,4.0
6478,45,5,3.0
6479,45,6,4.0
6480,45,7,3.0
6481,45,11,3.0
6482,45,19,4.5
6483,45,21,4.0
6484,45,32,4.5
6485,45,39,3.0
6486,45,50,5.0
6487,45,62,4.0
6488,45,65,3.0
6489,45,69,3.0
6490,45,70,4.0
6491,45,88,4.0
6492,45,104,5.0
6493,45,107,4.0
6494,45,110,5.0
6495,45,112,4.0
6496,45,150,5.0
6497,45,165,5.0
6498,45,172,3.0
6499,45,173,1.0
6500,45,180,4.0
6501,45,185,3.0
6502,45,186,3.5
6503,45,216,5.0
6504,45,223,5.0
6505,45,231,5.0
6506,45,248,2.0
6507,45,252,4.0
6508,45,260,5.0
6509,45,261,3.0
6510,45,292,4.0
6511,45,296,5.0
6876,46,1,5.0
6877,46,10,3.0
6878,46,32,4.0
6879,46,39,3.0
6880,46,50,5.0
6881,46,110,5.0
6882,46,111,4.0
6883,46,153,4.0
6884,46,160,4.0
6885,46,161,3.0
6886,46,165,4.0
6887,46,173,5.0
6888,46,185,4.0
6889,46,208,3.0
6890,46,225,3.0
6891,46,231,3.0
6892,46,236,4.0
6893,46,253,4.0
6894,46,266,5.0
6895,46,282,3.0
6896,46,288,3.0
6897,46,292,5.0
6898,46,300,3.0
6918,47,31,3.0
6919,47,47,3.0
6920,47,62,3.0
6921,47,141,2.0
6922,47,147,3.5
6923,47,150,3.0
7058,48,48,4.0
7059,48,168,3.5
7060,48,172,3.5
7091,49,110,4.0
7112,50,1,3.0
7113,50,32,3.0
7114,50,111,4.0
7115,50,165,3.0
7116,50,296,4.0
7422,51,2,4.5
7423,51,3,4.0
7424,51,7,4.0
7425,51,36,3.0
7426,51,65,3.5
7427,51,70,5.0
7428,51,76,5.0
7429,51,93,3.0
7430,51,111,5.0
7431,51,141,3.5
7432,51,170,4.0
7433,51,177,4.0
7434,51,186,3.5
7435,51,230,2.5
7436,51,236,5.0
7437,51,247,5.0
7438,51,260,5.0
7781,52,150,4.0
7782,52,260,4.0
7783,52,293,4.0
7911,53,203,5.0
7912,53,249,5.0
7931,54,1,3.0
7932,54,17,3.0
7933,54,21,3.0
7934,54,32,3.0
7935,54,47,3.0
7936,54,50,3.0
7937,54,110,3.0
7938,54,150,3.0
7939,54,161,3.0
7940,54,194,3.0
7941,54,205,3.0
7942,54,288,3.0
7943,54,296,3.0
7964,55,186,0.5
7989,56,10,4.0
7990,56,11,4.0
7991,56,19,5.0
7992,56,39,4.0
7993,56,47,5.0
7994,56,69,4.0
7995,56,110,4.0
7996,56,153,4.0
7997,56,160,3.0
7998,56,161,4.0
7999,56,165,3.0
8000,56,173,3.0
8001,56,185,3.0
8002,56,196,3.0
8003,56,208,4.0
8004,56,225,4.0
8005,56,231,5.0
8006,56,253,3.0
8007,56,288,3.0
8008,56,292,4.0
8009,56,296,4.0
8035,57,1,5.0
8036,57,6,3.0
8037,57,10,3.0
8038,57,11,3.0
8039,57,21,3.0
8040,57,32,4.0
8041,57,39,3.0
8042,57,50,5.0
8043,57,52,3.0
8044,57,65,1.0
8045,57,69,4.0
8046,57,70,1.0
8047,57,89,2.0
8048,57,95,3.0
8049,57,104,2.0
8050,57,107,3.0
8051,57,110,4.0
8052,57,112,4.0
8053,57,141,4.0
8054,57,150,3.0
8055,57,151,3.0
8056,57,153,2.0
8057,57,158,1.0
8058,57,160,1.0
8059,57,162,4.0
8060,57,171,4.0
8061,57,185,2.0
8062,57,198,3.0
8063,57,208,1.0
8064,57,224,4.0
8065,57,227,1.0
8066,57,234,3.0
8067,57,235,5.0
8068,57,260,5.0
8069,57,265,2.0
8070,57,272,3.0
8071,57,296,3.0
8511,58,3,3.0
8512,58,5,4.0
8513,58,7,5.0
8514,58,19,1.0
8515,58,21,4.0
8516,58,22,3.0
8517,58,31,4.0
8518,58,32,5.0
8519,58,36,4.0
8520,58,39,5.0
8521,58,44,2.0
8522,58,47,5.0
8523,58,48,3.0
8524,58,50,5.0
8525,58,62,3.0
8526,58,110,5.0
8527,58,141,3.0
8528,58,150,4.0
8529,58,153,3.0
8530,58,161,4.0
8531,58,165,4.0
8532,58,168,5.0
8533,58,173,2.0
8534,58,185,3.0
8535,58,186,3.0
8536,58,196,2.0
8537,58,203,3.0
8538,58,208,4.0
8539,58,216,3.0
8540,58,218,5.0
8541,58,222,5.0
8542,58,223,3.0
8543,58,224,3.0
8544,58,225,3.0
8545,58,231,5.0
8546,58,234,4.0
8547,58,248,3.0
8548,58,249,5.0
8549,58,253,2.0
8550,58,261,4.0
8551,58,265,4.0
8552,58,266,3.0
8553,58,276,2.0
8554,58,277,5.0
8555,58,280,5.0
8556,58,282,4.0
8557,58,288,3.0
8558,58,292,4.0
8559,58,293,5.0
8560,58,296,5.0
8561,58,300,5.0
8623,59,10,3.0
8624,59,41,5.0
8625,59,105,4.0
8626,59,110,2.0
8627,59,111,5.0
8628,59,260,4.0
8730,60,48,3.0
8731,60,50,3.0
8732,60,60,3.0
8752,61,16,4.0
8753,61,32,4.5
8754,61,50,4.5
8755,61,173,3.0
8756,61,235,4.0
8757,61,266,4.0
8758,61,293,4.5
8791,62,2,4.0
8792,62,6,4.5
8793,62,47,4.5
8794,62,110,4.5
8795,62,260,4.5
8796,62,293,5.0
8797,62,296,4.5
9157,63,1,5.0
9158,63,10,3.0
9159,63,32,3.0
9160,63,34,3.0
9161,63,47,4.0
9162,63,50,5.0
9163,63,110,2.5
9164,63,111,3.0
9165,63,150,3.0
9166,63,153,1.0
9167,63,165,4.0
9168,63,208,2.0
9169,63,231,3.0
9170,63,260,5.0
9171,63,293,3.5
9172,63,296,5.0
9428,64,1,4.0
9429,64,3,3.5
9430,64,6,4.5
9431,64,16,5.0
9432,64,19,3.5
9433,64,22,3.5
9434,64,25,3.5
9435,64,32,4.0
9436,64,34,4.5
9437,64,36,4.0
9438,64,39,4.0
9439,64,45,3.5
9440,64,47,4.5
9441,64,48,3.0
9442,64,50,3.0
9443,64,70,4.0
9444,64,104,3.0
9445,64,110,4.0
9446,64,111,4.0
9447,64,112,3.0
9448,64,141,3.0
9449,64,151,3.0
9450,64,153,2.5
9451,64,159,3.5
9452,64,160,2.5
9453,64,163,3.5
9454,64,185,3.0
9455,64,186,2.5
9456,64,198,3.0
9457,64,207,3.5
9458,64,223,3.0
9459,64,231,4.5
9460,64,236,3.5
9461,64,253,4.0
9462,64,260,3.5
9463,64,265,3.5
9464,64,266,5.0
9465,64,293,4.0
9466,64,296,4.5
9979,66,1,4.0
9980,66,5,4.0
9981,66,18,4.0
9982,66,19,3.0
9983,66,21,4.0
9984,66,29,4.5
9985,66,32,5.0
9986,66,47,5.0
9987,66,50,4.0
9988,66,110,5.0
9989,66,111,4.5
9990,66,172,3.5
9991,66,181,2.0
9992,66,208,4.0
9993,66,223,3.5
9994,66,224,5.0
9995,66,248,3.0
9996,66,255,0.5
9997,66,260,2.5
9998,66,272,3.5
9999,66,273,3.5
10000,66,282,4.0
10001,66,293,4.0
10002,66,296,5.0
10324,67,293,5.0
10325,67,296,4.5
10360,68,1,2.5
10361,68,2,2.5
10362,68,3,2.0
10363,68,5,2.0
10364,68,6,4.0
10365,68,7,2.0
10366,68,10,4.5
10367,68,11,4.5
10368,68,16,3.5
10369,68,17,3.5
10370,68,18,2.0
10371,68,19,1.5
10372,68,25,3.5
10373,68,26,3.0
10374,68,31,3.5
10375,68,34,1.0
10376,68,39,4.0
10377,68,44,3.0
10378,68,47,4.0
10379,68,48,4.0
10380,68,50,3.0
10381,68,62,3.5
10382,68,65,1.5
10383,68,70,4.0
10384,68,95,3.5
10385,68,104,4.5
10386,68,110,2.5
10387,68,135,3.0
10388,68,140,3.5
10389,68,141,3.0
10390,68,150,3.0
10391,68,153,3.0
10392,68,158,3.0
10393,68,160,2.5
10394,68,163,4.5
10395,68,165,3.5
10396,68,168,3.0
10397,68,170,2.5
10398,68,173,2.5
10399,68,180,2.5
10400,68,185,3.0
10401,68,193,2.0
10402,68,203,3.0
10403,68,207,4.0
10404,68,208,4.0
10405,68,216,3.5
10406,68,223,1.0
10407,68,231,3.5
10408,68,247,2.5
10409,68,252,3.0
10410,68,253,2.5
10411,68,256,1.5
10412,68,260,5.0
10413,68,261,2.0
10414,68,266,4.0
10415,68,276,3.5
10416,68,282,2.0
10417,68,292,2.5
10418,68,293,4.0
10419,68,296,2.0
11620,69,50,5.0
11621,69,260,5.0
11622,69,296,5.0
11666,70,36,5.0
11667,70,150,4.0
11668,70,246,4.5
11728,71,1,5.0
11729,71,7,3.0
11730,71,17,1.0
11731,71,24,2.0
11732,71,62,4.0
11733,71,86,5.0
11734,71,95,4.0
11735,71,160,3.0
11736,71,165,5.0
11737,71,208,2.0
11738,71,260,3.0
11763,72,32,4.5
11764,72,47,4.5
11765,72,50,4.5
11766,72,110,4.5
11767,72,150,4.0
11768,72,165,4.0
11769,72,260,5.0
11770,72,296,4.5
11808,73,1,4.5
11809,73,150,2.0
11810,73,260,2.0
12018,74,58,5.0
12019,74,111,5.0
12020,74,194,5.0
12021,74,273,3.5
12022,74,296,5.0
12195,75,47,2.0
12196,75,151,2.0
12197,75,168,4.0
12198,75,173,3.0
12199,75,260,5.0
12264,76,1,0.5
12265,76,47,3.5
12266,76,48,0.5
12267,76,111,3.0
12268,76,158,0.5
12269,76,260,4.0
12270,76,288,4.0
12271,76,296,4.5
12383,77,260,5.0
12412,78,1,4.0
12413,78,20,3.0
12414,78,32,3.5
12415,78,150,4.0
12416,78,165,3.0
12417,78,260,3.5
12418,78,296,4.0
12473,79,6,4.0
12474,79,164,5.0
12475,79,246,5.0
12476,79,260,5.0
12537,80,32,4.0
12538,80,50,4.5
12539,80,150,4.0
12704,81,10,1.0
12705,81,32,5.0
12706,81,47,3.0
12707,81,110,3.0
12708,81,150,3.0
12709,81,153,3.0
12710,81,161,3.0
12711,81,165,3.0
12712,81,208,1.0
12713,81,231,1.0
12714,81,288,3.0
12715,81,296,3.0
12730,82,1,2.5
12731,82,2,3.0
12732,82,6,3.5
12733,82,10,3.5
12734,82,34,2.0
12735,82,47,3.5
12736,82,104,3.5
12737,82,110,4.5
12738,82,145,4.5
12739,82,153,3.0
12740,82,158,1.0
12741,82,163,4.0
12742,82,165,4.0
12743,82,170,3.0
12744,82,185,3.0
12745,82,196,3.5
12746,82,231,4.0
12747,82,260,3.5
12748,82,293,3.5
12957,83,110,4.0
12958,83,161,3.5
13075,84,4,3.0
13076,84,5,3.0
13077,84,6,4.0
13078,84,7,3.0
13079,84,10,3.0
13080,84,11,4.0
13081,84,14,4.0
13082,84,17,5.0
13083,84,21,4.0
13084,84,25,5.0
13085,84,31,3.0
13086,84,34,4.0
13087,84,36,5.0
13088,84,45,4.0
13089,84,46,3.0
13090,84,50,4.0
13091,84,52,5.0
13092,84,55,4.0
13093,84,57,3.0
13094,84,62,4.0
13095,84,94,4.0
13096,84,95,2.0
13097,84,100,3.0
13098,84,102,1.0
13099,84,105,3.0
13100,84,113,4.0
13101,84,122,3.0
13102,84,140,4.0
13103,84,141,3.0
13104,84,147,4.0
13105,84,150,5.0
13106,84,154,3.0
13107,84,161,3.0
13108,84,164,4.0
13109,84,165,3.0
13110,84,180,2.0
13111,84,181,3.0
13112,84,194,4.0
13113,84,195,4.0
13114,84,214,4.0
13115,84,223,5.0
13116,84,224,4.0
13117,84,225,3.0
13118,84,230,3.0
13119,84,232,5.0
13120,84,234,3.0
13121,84,235,3.0
13122,84,236,3.0
13123,84,237,4.0
